DATE;PRES;IGRO;RAFF;RAIN;TERM;DIRV;RADD;VELV;PV_PRODUCTION;
24/02/2016 09:00;948.0;64.0;3.8;0.0;8.0;34.0;215.0;1.0;1993;
24/02/2016 10:00;948.5;53.0;3.4;0.0;9.0;89.0;376.0;2.0;4771;
24/02/2016 11:00;948.6;40.0;3.0;0.0;10.0;30.0;514.0;0.0;8786;
24/02/2016 12:00;948.7;51.0;4.5;0.0;11.0;356.0;431.0;2.0;10348;
24/02/2016 13:00;948.5;56.0;5.3;0.0;10.0;29.0;605.0;2.0;11013;
24/02/2016 14:00;947.7;37.0;4.7;0.0;11.0;34.0;524.0;1.0;12229;
24/02/2016 15:00;947.4;30.0;5.0;0.0;11.0;45.0;496.0;2.0;11472;
24/02/2016 16:00;947.4;30.0;4.1;0.0;11.0;33.0;376.0;1.0;8416;
24/02/2016 17:00;947.1;29.0;3.7;0.0;11.0;35.0;170.0;1.0;2789;
24/02/2016 18:00;947.1;41.0;3.4;0.0;10.0;13.0;0.0;1.0;1610;
24/02/2016 19:00;947.6;56.0;2.9;0.0;9.0;342.0;0.0;1.0;50;
24/02/2016 20:00;947.7;54.0;3.0;0.0;8.0;270.0;0.0;2.0;0;
24/02/2016 21:00;947.9;63.0;3.3;0.0;7.0;331.0;0.0;1.0;0;
24/02/2016 22:00;947.9;70.0;3.3;0.0;6.0;325.0;0.0;1.0;0;
24/02/2016 23:00;947.7;80.0;3.6;0.0;6.0;340.0;0.0;1.0;0;
25/02/2016 00:00;947.6;81.0;1.5;0.0;6.0;345.0;0.0;0.0;0;
25/02/2016 01:00;947.4;81.0;1.8;0.0;6.0;342.0;0.0;1.0;0;
25/02/2016 02:00;947.1;77.0;1.7;0.0;6.0;264.0;0.0;1.0;0;
25/02/2016 03:00;946.6;83.0;2.3;0.0;6.0;212.0;0.0;1.0;0;
25/02/2016 04:00;946.0;82.0;3.0;0.0;6.0;111.0;0.0;0.0;0;
25/02/2016 05:00;945.7;80.0;1.9;0.0;5.0;331.0;0.0;0.0;0;
25/02/2016 06:00;945.4;81.0;2.0;0.0;5.0;342.0;0.0;1.0;0;
25/02/2016 07:00;945.2;81.0;1.8;0.0;5.0;14.0;0.0;0.0;0;
25/02/2016 08:00;945.3;81.0;2.2;0.0;5.0;350.0;0.0;0.0;158;
25/02/2016 09:00;945.5;81.0;1.7;0.0;5.0;127.0;13.0;1.0;436;
25/02/2016 10:00;945.5;84.0;1.9;0.0;5.0;330.0;51.0;1.0;1257;
25/02/2016 11:00;945.2;82.0;1.9;0.0;5.0;10.0;78.0;0.0;2335;
25/02/2016 12:00;944.8;80.0;2.3;0.0;5.0;106.0;71.0;0.0;2731;
25/02/2016 13:00;944.3;75.0;2.3;0.0;6.0;46.0;137.0;1.0;3079;
25/02/2016 14:00;943.7;71.0;4.0;0.0;6.0;44.0;99.0;1.0;3080;
25/02/2016 15:00;943.2;78.0;2.9;0.0;6.0;46.0;112.0;1.0;2434;
25/02/2016 16:00;943.0;75.0;2.8;0.0;6.0;58.0;53.0;1.0;1125;
25/02/2016 17:00;942.5;82.0;2.9;0.0;6.0;27.0;0.0;1.0;674;
25/02/2016 18:00;942.5;83.0;2.8;0.0;6.0;52.0;0.0;1.0;309;
25/02/2016 19:00;942.9;84.0;2.3;0.0;6.0;30.0;0.0;0.0;16;
25/02/2016 20:00;942.9;86.0;2.1;0.0;5.0;59.0;0.0;0.0;0;
25/02/2016 21:00;943.0;88.0;1.7;0.0;5.0;100.0;0.0;0.0;0;
25/02/2016 22:00;942.9;90.0;1.2;0.0;5.0;180.0;0.0;0.0;0;
25/02/2016 23:00;942.7;90.0;1.1;0.0;5.0;220.0;0.0;0.0;0;
26/02/2016 00:00;942.5;93.0;1.9;0.0;5.0;260.0;0.0;0.0;0;
26/02/2016 01:00;942.5;95.0;2.1;0.0;5.0;268.0;0.0;1.0;0;
26/02/2016 02:00;942.4;95.0;1.3;0.0;5.0;219.0;0.0;0.0;0;
26/02/2016 03:00;942.2;95.0;2.2;0.0;4.0;335.0;0.0;1.0;0;
26/02/2016 04:00;941.9;97.0;3.3;0.0;3.0;223.0;0.0;1.0;0;
26/02/2016 05:00;942.0;97.0;4.0;0.0;3.0;239.0;0.0;2.0;0;
26/02/2016 06:00;942.2;97.0;3.8;0.0;3.0;238.0;0.0;1.0;0;
26/02/2016 07:00;942.4;96.0;3.6;0.0;3.0;230.0;0.0;0.0;0;
26/02/2016 08:00;942.6;90.0;2.8;0.0;3.0;237.0;76.0;1.0;364;
26/02/2016 09:00;943.2;77.0;3.4;0.0;5.0;131.0;241.0;0.0;2469;
26/02/2016 10:00;943.5;68.0;2.1;0.0;7.0;25.0;418.0;1.0;5549;
26/02/2016 11:00;943.7;63.0;3.0;0.0;7.0;42.0;536.0;1.0;8209;
26/02/2016 12:00;943.8;55.0;4.3;0.0;8.0;59.0;579.0;2.0;10328;
26/02/2016 13:00;943.7;60.0;4.4;0.0;8.0;88.0;228.0;1.0;9153;
26/02/2016 14:00;943.0;62.0;4.5;0.0;8.0;31.0;185.0;2.0;7063;
26/02/2016 15:00;942.7;67.0;5.1;0.0;8.0;48.0;145.0;1.0;6090;
26/02/2016 16:00;942.5;73.0;5.4;0.0;7.0;21.0;51.0;2.0;3936;
26/02/2016 17:00;942.2;74.0;4.8;0.0;7.0;43.0;0.0;1.0;1363;
26/02/2016 18:00;942.1;83.0;2.4;0.0;6.0;101.0;0.0;1.0;346;
26/02/2016 19:00;942.6;85.0;2.8;0.0;5.0;105.0;0.0;1.0;24;
26/02/2016 20:00;942.5;83.0;2.1;0.0;5.0;59.0;0.0;1.0;0;
26/02/2016 21:00;942.5;90.0;3.8;0.0;5.0;53.0;0.0;1.0;0;
26/02/2016 22:00;942.4;98.0;2.5;0.0;4.0;337.0;0.0;1.0;0;
26/02/2016 23:00;942.2;100.0;2.2;0.4;4.0;328.0;0.0;1.0;0;
27/02/2016 00:00;941.9;100.0;2.2;0.2;4.0;330.0;0.0;1.0;0;
27/02/2016 01:00;941.6;100.0;2.3;0.0;4.0;299.0;0.0;1.0;0;
27/02/2016 02:00;941.4;100.0;1.9;0.2;3.0;1.0;0.0;0.0;0;
27/02/2016 03:00;940.8;100.0;2.3;0.2;3.0;331.0;0.0;1.0;0;
27/02/2016 04:00;940.5;100.0;3.1;1.6;3.0;15.0;0.0;1.0;0;
27/02/2016 05:00;940.4;99.0;3.1;0.8;3.0;328.0;0.0;2.0;0;
27/02/2016 06:00;940.7;99.0;6.6;1.2;2.0;349.0;0.0;3.0;0;
27/02/2016 07:00;940.9;100.0;7.1;0.6;1.0;357.0;0.0;2.0;0;
27/02/2016 08:00;941.5;100.0;4.9;0.4;1.0;355.0;0.0;1.0;124;
27/02/2016 09:00;942.5;100.0;3.2;0.4;1.0;344.0;0.0;1.0;621;
27/02/2016 10:00;942.6;100.0;2.5;0.2;1.0;359.0;78.0;0.0;1166;
27/02/2016 11:00;942.7;100.0;1.7;0.6;1.0;134.0;51.0;0.0;1830;
27/02/2016 12:00;942.7;100.0;1.8;0.4;1.0;347.0;80.0;0.0;1976;
27/02/2016 13:00;942.4;100.0;1.7;1.0;1.0;15.0;88.0;0.0;3340;
27/02/2016 14:00;941.9;100.0;1.6;1.4;1.0;208.0;106.0;0.0;2341;
27/02/2016 15:00;941.5;100.0;1.6;1.2;1.0;354.0;60.0;0.0;2610;
27/02/2016 16:00;941.3;100.0;1.3;0.8;1.0;211.0;46.0;0.0;1628;
27/02/2016 17:00;940.9;100.0;2.6;1.6;1.0;244.0;29.0;1.0;699;
27/02/2016 18:00;940.8;100.0;2.6;1.2;1.0;238.0;0.0;0.0;341;
27/02/2016 19:00;940.9;100.0;2.3;0.8;1.0;205.0;0.0;1.0;13;
27/02/2016 20:00;940.5;100.0;2.8;1.4;1.0;205.0;0.0;1.0;0;
27/02/2016 21:00;940.4;100.0;2.8;2.0;0.0;214.0;0.0;1.0;0;
27/02/2016 22:00;940.8;100.0;3.4;3.6;0.0;218.0;0.0;0.0;0;
27/02/2016 23:00;940.9;100.0;2.1;4.0;0.0;238.0;0.0;0.0;0;
28/02/2016 00:00;940.3;100.0;2.2;3.6;0.0;221.0;0.0;1.0;0;
28/02/2016 01:00;939.8;100.0;3.4;1.6;0.0;184.0;0.0;1.0;0;
28/02/2016 02:00;939.8;100.0;3.5;1.8;0.0;211.0;0.0;2.0;0;
28/02/2016 03:00;939.2;100.0;4.1;2.0;1.0;232.0;0.0;1.0;0;
28/02/2016 04:00;938.8;100.0;4.3;0.8;1.0;234.0;0.0;2.0;0;
28/02/2016 05:00;938.7;100.0;4.9;0.2;2.0;277.0;0.0;1.0;0;
28/02/2016 06:00;939.3;100.0;3.1;0.0;1.0;274.0;0.0;2.0;0;
28/02/2016 07:00;939.6;100.0;4.2;0.2;2.0;218.0;0.0;1.0;0;
28/02/2016 08:00;940.2;100.0;2.4;0.0;1.0;280.0;5.0;0.0;0;
28/02/2016 09:00;940.9;100.0;2.9;0.0;2.0;222.0;118.0;0.0;0;
28/02/2016 10:00;941.6;99.0;3.2;0.0;2.0;178.0;80.0;1.0;0;
28/02/2016 11:00;941.9;92.0;3.5;0.0;3.0;225.0;85.0;1.0;0;
28/02/2016 12:00;942.1;91.0;4.1;0.0;3.0;234.0;72.0;2.0;0;
28/02/2016 13:00;941.9;94.0;3.3;0.4;3.0;224.0;89.0;1.0;139;
28/02/2016 14:00;941.4;92.0;3.7;1.4;3.0;262.0;82.0;1.0;174;
28/02/2016 15:00;941.3;94.0;3.3;1.6;2.0;238.0;62.0;1.0;168;
28/02/2016 16:00;941.3;95.0;2.9;2.0;1.0;239.0;34.0;1.0;151;
28/02/2016 17:00;940.7;97.0;3.7;2.2;1.0;216.0;0.0;2.0;139;
28/02/2016 18:00;940.0;99.0;4.8;2.2;1.0;223.0;0.0;2.0;20;
28/02/2016 19:00;939.7;100.0;5.5;3.6;1.0;235.0;0.0;2.0;0;
28/02/2016 20:00;938.8;100.0;4.8;4.8;1.0;232.0;0.0;2.0;0;
28/02/2016 21:00;938.1;100.0;5.1;5.0;1.0;231.0;0.0;2.0;0;
28/02/2016 22:00;936.4;100.0;5.8;5.4;2.0;243.0;0.0;2.0;0;
28/02/2016 23:00;936.4;100.0;6.2;6.2;3.0;234.0;0.0;1.0;0;
29/02/2016 00:00;935.3;100.0;13.2;5.8;5.0;345.0;0.0;8.0;0;
29/02/2016 01:00;935.2;100.0;13.5;5.0;4.0;333.0;0.0;6.0;0;
29/02/2016 02:00;935.3;100.0;11.5;6.0;3.0;293.0;0.0;4.0;0;
29/02/2016 03:00;934.8;100.0;10.3;6.6;3.0;290.0;0.0;4.0;0;
29/02/2016 04:00;934.4;99.0;11.3;3.6;3.0;293.0;0.0;4.0;0;
29/02/2016 05:00;934.4;100.0;7.4;3.6;3.0;234.0;0.0;2.0;0;
29/02/2016 06:00;934.9;100.0;6.9;4.2;3.0;241.0;0.0;2.0;0;
29/02/2016 07:00;934.8;100.0;8.0;4.2;3.0;257.0;0.0;3.0;0;
29/02/2016 08:00;935.5;100.0;6.7;2.2;3.0;242.0;0.0;3.0;212;
29/02/2016 09:00;936.6;100.0;5.7;3.4;4.0;256.0;26.0;2.0;937;
29/02/2016 10:00;937.4;100.0;6.2;2.2;5.0;309.0;38.0;3.0;1034;
29/02/2016 11:00;938.0;99.0;7.4;1.8;5.0;294.0;44.0;4.0;1133;
29/02/2016 12:00;938.7;100.0;7.2;1.6;5.0;312.0;68.0;2.0;1609;
29/02/2016 13:00;939.4;100.0;7.6;1.4;6.0;341.0;134.0;3.0;2942;
29/02/2016 14:00;939.8;100.0;7.1;1.2;6.0;339.0;130.0;4.0;3786;
29/02/2016 15:00;940.4;99.0;7.1;1.6;6.0;309.0;88.0;2.0;3327;
29/02/2016 16:00;941.0;99.0;4.9;0.8;6.0;257.0;91.0;1.0;3345;
29/02/2016 17:00;941.3;99.0;4.1;0.6;5.0;233.0;70.0;2.0;2660;
29/02/2016 18:00;941.8;99.0;4.6;0.2;5.0;220.0;0.0;2.0;690;
29/02/2016 19:00;942.5;98.0;5.6;0.0;5.0;232.0;0.0;3.0;58;
29/02/2016 20:00;943.2;96.0;6.1;0.0;5.0;230.0;0.0;1.0;0;
29/02/2016 21:00;943.7;94.0;4.4;0.0;5.0;232.0;0.0;2.0;0;
29/02/2016 22:00;944.3;94.0;4.2;0.0;5.0;232.0;0.0;2.0;0;
29/02/2016 23:00;944.4;92.0;6.3;0.0;6.0;228.0;0.0;3.0;0;
01/03/2016 00:00;944.0;90.0;7.5;0.0;6.0;225.0;0.0;4.0;0;
01/03/2016 01:00;943.5;89.0;8.9;0.0;6.0;229.0;0.0;4.0;0;
01/03/2016 02:00;943.5;83.0;7.9;0.0;6.0;234.0;0.0;3.0;0;
01/03/2016 03:00;943.3;82.0;7.8;0.0;6.0;237.0;0.0;3.0;0;
01/03/2016 04:00;943.2;82.0;5.4;0.0;5.0;231.0;0.0;2.0;0;
01/03/2016 05:00;944.1;83.0;4.6;0.0;5.0;253.0;0.0;2.0;0;
01/03/2016 06:00;944.8;83.0;3.4;0.0;5.0;229.0;0.0;2.0;0;
01/03/2016 07:00;945.4;80.0;4.9;0.0;5.0;234.0;0.0;2.0;0;
01/03/2016 08:00;946.3;74.0;5.0;0.0;5.0;230.0;100.0;1.0;480;
01/03/2016 09:00;946.9;65.0;3.7;0.0;7.0;239.0;293.0;1.0;2642;
01/03/2016 10:00;947.4;53.0;4.5;0.0;8.0;228.0;471.0;2.0;6836;
01/03/2016 11:00;947.0;44.0;4.9;0.0;11.0;231.0;607.0;3.0;10711;
01/03/2016 12:00;947.3;39.0;4.7;0.0;13.0;210.0;687.0;1.0;13080;
01/03/2016 13:00;946.9;37.0;3.8;0.0;13.0;159.0;701.0;2.0;14316;
01/03/2016 14:00;946.2;35.0;3.7;0.0;14.0;126.0;657.0;1.0;14480;
01/03/2016 15:00;945.9;32.0;4.4;0.0;14.0;87.0;555.0;1.0;13392;
01/03/2016 16:00;946.3;32.0;5.2;0.0;14.0;47.0;397.0;2.0;11135;
01/03/2016 17:00;946.5;34.0;4.3;0.0;13.0;81.0;204.0;1.0;7377;
01/03/2016 18:00;946.6;44.0;3.1;0.0;13.0;54.0;0.0;0.0;2088;
01/03/2016 19:00;947.4;55.0;4.7;0.0;11.0;233.0;0.0;2.0;81;
01/03/2016 20:00;947.5;55.0;5.1;0.0;9.0;235.0;0.0;2.0;0;
01/03/2016 21:00;947.5;58.0;5.4;0.0;8.0;238.0;0.0;2.0;0;
01/03/2016 22:00;947.9;58.0;6.1;0.0;8.0;237.0;0.0;2.0;0;
01/03/2016 23:00;947.6;55.0;5.2;0.0;8.0;234.0;0.0;3.0;0;
02/03/2016 00:00;947.4;57.0;5.4;0.0;8.0;238.0;0.0;2.0;0;
02/03/2016 01:00;947.3;54.0;4.9;0.0;8.0;228.0;0.0;2.0;0;
02/03/2016 02:00;947.1;55.0;4.3;0.0;8.0;243.0;0.0;1.0;0;
02/03/2016 03:00;946.3;60.0;4.3;0.0;7.0;234.0;0.0;2.0;0;
02/03/2016 04:00;946.0;64.0;4.3;0.0;7.0;237.0;0.0;1.0;0;
02/03/2016 05:00;946.4;63.0;4.2;0.0;7.0;235.0;0.0;2.0;0;
02/03/2016 06:00;945.8;58.0;5.2;0.0;7.0;237.0;0.0;2.0;0;
02/03/2016 07:00;945.5;65.0;5.7;0.0;6.0;238.0;0.0;1.0;25;
02/03/2016 08:00;945.3;62.0;3.5;0.0;7.0;247.0;103.0;2.0;536;
02/03/2016 09:00;945.8;53.0;3.6;0.0;8.0;359.0;297.0;1.0;2575;
02/03/2016 10:00;945.1;48.0;2.4;0.0;10.0;338.0;452.0;0.0;6593;
02/03/2016 11:00;943.8;41.0;3.7;0.0;10.0;56.0;601.0;1.0;10117;
02/03/2016 12:00;943.1;42.0;4.4;0.0;11.0;43.0;681.0;2.0;12749;
02/03/2016 13:00;941.9;47.0;4.9;0.0;12.0;64.0;673.0;2.0;13681;
02/03/2016 14:00;940.2;42.0;3.8;0.0;12.0;34.0;525.0;1.0;13031;
02/03/2016 15:00;938.8;50.0;4.2;0.0;12.0;355.0;408.0;2.0;9707;
02/03/2016 16:00;937.7;53.0;4.7;0.0;11.0;20.0;308.0;1.0;8016;
02/03/2016 17:00;936.1;51.0;4.1;0.0;11.0;350.0;184.0;1.0;5935;
02/03/2016 18:00;934.8;58.0;3.2;0.0;10.0;10.0;9.0;1.0;1845;
02/03/2016 19:00;935.0;67.0;5.1;0.0;9.0;347.0;0.0;2.0;89;
02/03/2016 20:00;935.0;72.0;4.4;0.0;9.0;227.0;0.0;1.0;0;
02/03/2016 21:00;934.2;71.0;4.5;0.0;9.0;55.0;0.0;1.0;0;
02/03/2016 22:00;933.7;86.0;7.9;0.0;7.0;241.0;0.0;2.0;0;
02/03/2016 23:00;933.5;39.0;8.2;0.0;7.0;282.0;0.0;3.0;0;
03/03/2016 00:00;933.2;45.0;6.4;0.0;7.0;260.0;0.0;2.0;0;
03/03/2016 01:00;933.3;33.0;6.5;0.0;7.0;264.0;0.0;4.0;0;
03/03/2016 02:00;933.7;39.0;10.9;0.0;7.0;277.0;0.0;3.0;0;
03/03/2016 03:00;933.5;27.0;6.5;0.0;7.0;269.0;0.0;3.0;0;
03/03/2016 04:00;932.7;34.0;5.1;0.0;6.0;252.0;0.0;2.0;0;
03/03/2016 05:00;932.5;33.0;7.1;0.0;6.0;240.0;0.0;3.0;0;
03/03/2016 06:00;932.2;35.0;6.5;0.0;6.0;236.0;0.0;2.0;0;
03/03/2016 07:00;932.6;39.0;6.1;0.0;7.0;265.0;0.0;2.0;0;
03/03/2016 08:00;933.2;34.0;6.1;0.0;7.0;274.0;128.0;3.0;460;
03/03/2016 09:00;933.8;30.0;5.6;0.0;9.0;253.0;322.0;1.0;2792;
03/03/2016 10:00;934.2;22.0;7.1;0.0;11.0;310.0;460.0;2.0;7080;
03/03/2016 11:00;934.4;20.0;10.9;0.0;11.0;320.0;632.0;3.0;10413;
03/03/2016 12:00;934.2;18.0;12.3;0.0;12.0;292.0;711.0;5.0;13575;
03/03/2016 13:00;933.9;19.0;11.9;0.0;12.0;313.0;729.0;5.0;15172;
03/03/2016 14:00;933.5;18.0;9.7;0.0;13.0;302.0;675.0;3.0;15084;
03/03/2016 15:00;933.5;17.0;10.0;0.0;13.0;306.0;577.0;3.0;13748;
03/03/2016 16:00;933.2;16.0;6.4;0.0;13.0;303.0;421.0;3.0;11359;
03/03/2016 17:00;933.3;21.0;7.7;0.0;12.0;298.0;232.0;4.0;7766;
03/03/2016 18:00;934.7;25.0;8.6;0.0;10.0;330.0;11.0;4.0;2358;
03/03/2016 19:00;935.4;33.0;6.4;0.0;8.0;323.0;0.0;2.0;108;
03/03/2016 20:00;936.4;44.0;3.9;0.0;7.0;332.0;0.0;1.0;0;
03/03/2016 21:00;937.2;47.0;3.6;0.0;7.0;253.0;0.0;1.0;0;
03/03/2016 22:00;937.6;54.0;2.7;0.0;6.0;255.0;0.0;1.0;0;
03/03/2016 23:00;938.5;50.0;3.2;0.0;6.0;240.0;0.0;1.0;0;
04/03/2016 00:00;938.5;43.0;4.5;0.0;5.0;233.0;0.0;2.0;0;
04/03/2016 01:00;938.7;42.0;5.5;0.0;5.0;233.0;0.0;3.0;0;
04/03/2016 02:00;938.8;37.0;6.9;0.0;5.0;229.0;0.0;4.0;0;
04/03/2016 03:00;938.6;35.0;7.6;0.0;4.0;229.0;0.0;3.0;0;
04/03/2016 04:00;937.9;37.0;8.4;0.0;4.0;230.0;0.0;4.0;0;
04/03/2016 05:00;937.7;35.0;7.8;0.0;4.0;234.0;0.0;3.0;0;
04/03/2016 06:00;938.1;36.0;7.0;0.0;4.0;233.0;0.0;3.0;0;
04/03/2016 07:00;938.9;38.0;6.0;0.0;4.0;227.0;0.0;3.0;28;
04/03/2016 08:00;939.4;45.0;4.4;0.0;3.0;258.0;82.0;2.0;658;
04/03/2016 09:00;939.4;34.0;4.0;0.0;4.0;268.0;276.0;2.0;2923;
04/03/2016 10:00;939.1;28.0;4.1;0.0;6.0;269.0;246.0;2.0;5094;
04/03/2016 11:00;939.2;26.0;3.2;0.0;7.0;333.0;336.0;2.0;6174;
04/03/2016 12:00;939.1;28.0;4.3;0.0;7.0;70.0;621.0;1.0;9266;
04/03/2016 13:00;938.7;31.0;3.7;0.0;8.0;38.0;643.0;1.0;12059;
04/03/2016 14:00;938.3;30.0;4.5;0.0;8.0;54.0;253.0;1.0;8748;
04/03/2016 15:00;937.9;29.0;4.0;0.0;9.0;42.0;540.0;1.0;6969;
04/03/2016 16:00;938.0;30.0;4.9;0.0;9.0;360.0;258.0;1.0;10249;
04/03/2016 17:00;937.9;38.0;3.8;0.0;8.0;54.0;161.0;1.0;3881;
04/03/2016 18:00;938.1;42.0;3.1;0.0;8.0;92.0;0.0;0.0;1199;
04/03/2016 19:00;938.0;47.0;2.4;0.0;8.0;337.0;0.0;1.0;63;
04/03/2016 20:00;938.1;52.0;2.1;0.0;8.0;334.0;0.0;1.0;0;
04/03/2016 21:00;938.0;57.0;1.8;0.0;6.0;139.0;0.0;0.0;0;
04/03/2016 22:00;938.2;57.0;2.6;0.0;6.0;139.0;0.0;0.0;0;
04/03/2016 23:00;938.0;62.0;2.1;0.0;5.0;132.0;0.0;0.0;0;
05/03/2016 00:00;937.6;59.0;2.9;0.0;6.0;177.0;0.0;1.0;0;
05/03/2016 01:00;937.0;60.0;3.0;0.0;6.0;160.0;0.0;1.0;0;
05/03/2016 02:00;936.9;64.0;3.4;0.0;5.0;258.0;0.0;0.0;0;
05/03/2016 03:00;936.6;91.0;6.1;0.4;2.0;234.0;0.0;1.0;0;
05/03/2016 04:00;935.8;98.0;2.5;3.4;0.0;324.0;0.0;0.0;0;
05/03/2016 05:00;935.2;99.0;2.3;5.2;0.0;178.0;0.0;0.0;0;
05/03/2016 06:00;934.4;99.0;2.3;6.6;0.0;290.0;0.0;0.0;0;
05/03/2016 07:00;933.5;99.0;1.7;6.8;0.0;197.0;0.0;0.0;0;
05/03/2016 08:00;933.5;100.0;2.4;5.2;0.0;272.0;0.0;1.0;0;
05/03/2016 09:00;933.1;100.0;1.5;5.4;0.0;50.0;0.0;0.0;0;
05/03/2016 10:00;933.1;98.0;2.1;2.4;0.0;13.0;0.0;0.0;0;
05/03/2016 11:00;932.6;86.0;1.7;0.6;0.0;105.0;255.0;0.0;0;
05/03/2016 12:00;932.4;66.0;1.7;0.0;1.0;129.0;483.0;0.0;0;
05/03/2016 13:00;931.6;64.0;1.9;0.0;1.0;169.0;493.0;1.0;0;
05/03/2016 14:00;931.0;70.0;3.3;0.0;2.0;116.0;361.0;0.0;0;
05/03/2016 15:00;931.0;76.0;2.6;0.0;3.0;359.0;318.0;0.0;73;
05/03/2016 16:00;930.9;79.0;4.0;0.0;3.0;320.0;548.0;1.0;149;
05/03/2016 17:00;930.4;82.0;2.8;0.0;4.0;321.0;228.0;1.0;141;
05/03/2016 18:00;930.5;92.0;2.8;0.0;2.0;120.0;33.0;0.0;20;
05/03/2016 19:00;930.8;99.0;2.1;0.0;1.0;97.0;0.0;0.0;0;
05/03/2016 20:00;930.8;100.0;2.1;0.0;1.0;211.0;0.0;1.0;0;
05/03/2016 21:00;930.8;100.0;3.7;0.0;1.0;158.0;0.0;1.0;0;
05/03/2016 22:00;930.9;74.0;5.3;0.0;3.0;239.0;0.0;3.0;0;
05/03/2016 23:00;931.6;74.0;5.7;0.0;3.0;359.0;0.0;2.0;0;
06/03/2016 00:00;932.5;95.0;4.0;0.0;0.0;310.0;0.0;0.0;0;
06/03/2016 01:00;932.6;98.0;2.1;0.0;0.0;231.0;0.0;0.0;0;
06/03/2016 02:00;932.1;98.0;5.2;0.0;1.0;234.0;0.0;3.0;0;
06/03/2016 03:00;932.2;71.0;7.2;0.0;0.0;164.0;0.0;1.0;0;
06/03/2016 04:00;932.2;80.0;3.2;0.0;1.0;212.0;0.0;2.0;0;
06/03/2016 05:00;932.4;60.0;5.7;0.0;3.0;230.0;0.0;2.0;0;
06/03/2016 06:00;933.0;60.0;5.9;0.0;2.0;236.0;0.0;3.0;0;
06/03/2016 07:00;933.5;58.0;4.8;0.0;2.0;237.0;0.0;2.0;0;
06/03/2016 08:00;934.1;53.0;5.1;0.0;2.0;234.0;149.0;3.0;0;
06/03/2016 09:00;934.4;42.0;4.8;0.0;3.0;232.0;356.0;2.0;132;
06/03/2016 10:00;934.8;32.0;3.6;0.0;5.0;242.0;532.0;1.0;166;
06/03/2016 11:00;935.2;29.0;2.3;0.0;7.0;28.0;664.0;1.0;199;
06/03/2016 12:00;935.3;31.0;3.5;0.0;6.0;102.0;744.0;1.0;242;
06/03/2016 13:00;935.0;33.0;3.1;0.0;6.0;51.0;759.0;1.0;288;
06/03/2016 14:00;934.8;30.0;3.2;0.0;6.0;59.0;710.0;1.0;314;
06/03/2016 15:00;934.7;31.0;2.8;0.0;6.0;90.0;600.0;0.0;314;
06/03/2016 16:00;934.4;34.0;2.9;0.0;7.0;330.0;443.0;1.0;283;
06/03/2016 17:00;934.7;41.0;2.5;0.0;7.0;339.0;246.0;1.0;946;
06/03/2016 18:00;934.8;47.0;2.8;0.0;6.0;304.0;35.0;1.0;2046;
06/03/2016 19:00;935.3;62.0;2.8;0.0;5.0;260.0;0.0;1.0;138;
06/03/2016 20:00;935.7;55.0;3.3;0.0;4.0;231.0;0.0;1.0;0;
06/03/2016 21:00;935.9;53.0;4.4;0.0;4.0;235.0;0.0;2.0;0;
06/03/2016 22:00;936.0;53.0;4.5;0.0;3.0;237.0;0.0;2.0;0;
06/03/2016 23:00;935.9;53.0;5.9;0.0;3.0;237.0;0.0;2.0;0;
07/03/2016 00:00;935.8;48.0;4.8;0.0;3.0;258.0;0.0;2.0;0;
07/03/2016 01:00;935.5;47.0;5.4;0.0;3.0;236.0;0.0;2.0;0;
07/03/2016 02:00;935.5;50.0;5.3;0.0;2.0;251.0;0.0;1.0;0;
07/03/2016 03:00;935.3;47.0;4.1;0.0;1.0;246.0;0.0;2.0;0;
07/03/2016 04:00;935.3;50.0;4.2;0.0;1.0;237.0;0.0;1.0;0;
07/03/2016 05:00;935.0;50.0;4.7;0.0;1.0;234.0;0.0;2.0;0;
07/03/2016 06:00;935.2;50.0;5.3;0.0;1.0;236.0;0.0;2.0;0;
07/03/2016 07:00;935.4;54.0;5.3;0.0;1.0;236.0;0.0;2.0;37;
07/03/2016 08:00;935.8;48.0;4.7;0.0;1.0;238.0;148.0;1.0;563;
07/03/2016 09:00;936.1;42.0;3.8;0.0;2.0;221.0;352.0;1.0;3226;
07/03/2016 10:00;936.1;32.0;2.4;0.0;4.0;19.0;525.0;1.0;7903;
07/03/2016 11:00;936.4;33.0;3.8;0.0;5.0;33.0;665.0;2.0;11785;
07/03/2016 12:00;936.1;34.0;3.6;0.0;5.0;33.0;740.0;2.0;14526;
07/03/2016 13:00;935.9;35.0;3.8;0.0;6.0;25.0;751.0;1.0;16085;
07/03/2016 14:00;935.5;31.0;3.9;0.0;6.0;344.0;699.0;2.0;15891;
07/03/2016 15:00;935.2;31.0;3.2;0.0;5.0;77.0;600.0;1.0;14300;
07/03/2016 16:00;935.2;30.0;3.1;0.0;6.0;95.0;433.0;1.0;11675;
07/03/2016 17:00;935.4;35.0;2.4;0.0;6.0;123.0;236.0;0.0;7990;
07/03/2016 18:00;936.0;39.0;2.0;0.0;5.0;331.0;51.0;1.0;3200;
07/03/2016 19:00;936.3;52.0;2.5;0.0;5.0;206.0;0.0;1.0;165;
07/03/2016 20:00;936.6;55.0;2.9;0.0;4.0;235.0;0.0;1.0;0;
07/03/2016 21:00;937.2;59.0;3.7;0.0;3.0;235.0;0.0;1.0;0;
